,DateOfBirth,DateOfDeath,FirstName,GenderAsString,ID,Language,LastName,MaritalStatus,MaritalStatusText,MilitaryRank,MilitaryRankText,Modified,NativeLanguage,NumberOfChildren,OfficialName,PersonIdCode,PersonNumber,PlaceOfBirthCanton,PlaceOfBirthCity,Title,TitleText
153,1929-09-21T00:00:00,2003-10-11T00:00:00,Willi,m,159,FR,Neuenschwander,,,,,2015-05-17T21:18:19.387,,,Neuenschwander,2126,159,,,,
154,1942-03-02T00:00:00,,Edgar,m,160,FR,Oehler,,,,,2015-05-17T21:18:19.387,,,Oehler,2130,160,,,,
155,1941-05-06T00:00:00,2000-03-14T00:00:00,Thomas,m,161,FR,Onken,2,marié(e),11,Capitaine,2015-05-17T21:18:19.387,D,2,Onken,2229,161,Thurgovie,Kreuzlingen,38,Dr. phil. I
156,1931-11-06T00:00:00,2007-04-17T00:00:00,André,m,162,FR,Perey,,,,,2015-05-17T21:18:19.387,,,Perey,2135,162,,,,
157,1940-01-22T00:00:00,,Gilles,m,163,FR,Petitpierre,,,,,2015-05-17T21:18:19.387,F,,Petitpierre Gilles,2136,163,,,,
158,1943-03-25T00:00:00,,Jean-Nicolas,m,164,FR,Philipona,2,marié(e),,,2015-05-17T21:18:19.387,F,4,Philipona Jean-Nicolas,2137,164,Fribourg,Vuippens,90,Maitre agriculteur
159,1943-06-17T00:00:00,,Philippe,m,165,FR,Pidoux,2,marié(e),11,Capitaine,2015-05-17T21:18:19.387,F,2,Pidoux Philippe,2138,165,Vaud,Lausanne,58,Dr. en droit
160,1942-06-26T00:00:00,,Otto,m,166,FR,Piller,,,,,2015-05-17T21:18:19.387,,,Piller Otto,2230,166,,,,
161,1936-11-29T00:00:00,2003-06-18T00:00:00,Massimo,m,167,FR,Pini,2,marié(e),,,2015-05-17T21:18:19.387,I,3,Pini Massino,2139,167,Tessin,Biasca,,
162,1939-12-10T00:00:00,2009-12-07T00:00:00,Gian-Reto,m,168,FR,Plattner,,,,,2015-05-17T21:18:19.387,D,,Plattner Gian-Reto,2341,168,Zurich,Zurich,73,Prof. Dr.
163,1946-12-31T00:00:00,,Charles,m,169,FR,Poncet,,,,,2015-05-17T21:18:19.387,F,,Poncet,2315,169,,,,
164,1948-07-31T00:00:00,,Hansueli,m,170,FR,Raggenbass,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Raggenbass,2316,170,Thurgovie,Frauenfeld,23,Dr. oec. HSG
165,1947-05-12T00:00:00,2015-12-11T00:00:00,Laurent,m,171,FR,Rebeaud,,,,,2015-12-14T16:37:39.693,F,,Rebeaud,2142,171,,,,
166,1952-08-26T00:00:00,,Paul,m,172,FR,Rechsteiner,2,marié(e),,,2015-05-17T21:18:19.387,D,,Rechsteiner Paul,2143,172,St-Gall,St. Gall,115,lic. iur.
167,1942-05-07T00:00:00,,Maximilian,m,173,FR,Reimann,,,11,Capitaine,2016-02-01T11:29:38.633,D,,Reimann Maximilian,2147,173,Argovie,Laufenburg,6,Dr. iur.
168,1938-10-01T00:00:00,,Hubert,m,174,FR,Reymond,,,,,2015-05-17T21:18:19.387,F,,Reymond Hubert,2232,174,,,,
169,1942-12-29T00:00:00,,René,m,175,FR,Rhinow,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,D,2,Rhinow,2233,175,Bâle-Ville,Bâle,6,Dr. iur.
170,1932-12-27T00:00:00,,Kaspar,m,176,FR,Rhyner,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Rhyner,2256,176,Glaris,Glaris,,
171,1936-03-06T00:00:00,,Leni,f,177,FR,Robert-Bächtold,,,,,2015-05-17T21:18:19.387,D,,Robert Leni,2317,177,,,,
172,1946-10-19T00:00:00,,Bernard,m,178,FR,Rohrbasser,,,,,2015-05-17T21:18:19.387,F,,Rohrbasser,2148,178,,,,
173,1952-02-01T00:00:00,,Jean-François,m,179,FR,Roth,,,,,2015-05-17T21:18:19.387,F,,Roth Jean-François,2234,179,,,,
174,1947-08-13T00:00:00,,Hans,m,180,FR,Ruckstuhl,2,marié(e),4,Sergent,2015-05-17T21:18:19.387,D,4,Ruckstuhl,2149,180,St-Gall,Niederuzwil,,
175,1928-06-12T00:00:00,2015-05-21T00:00:00,Ernst,m,181,FR,Rüesch,,,,,2015-05-26T09:31:08.23,,,Rüesch,2235,181,,,,
176,1959-08-06T00:00:00,,Markus,m,182,FR,Ruf,1,célibataire,10,Premier-lieutenant,2015-05-17T21:18:19.387,D,,Ruf,2150,182,Berne,Langenthal,115,lic. iur.
177,1937-01-11T00:00:00,2016-03-19T00:00:00,Victor,m,183,FR,Ruffy,2,marié(e),1,Soldat,2016-04-06T13:16:43.183,F,2,Ruffy Victor,2151,183,Berne,Berne,61,Dr. ès lettres
178,1933-07-07T00:00:00,,Paul,m,184,FR,Rutishauser,,,,,2015-05-17T21:18:19.387,D,,Rutishauser Paul,2152,184,,,,
179,1948-07-29T00:00:00,,Albrecht,m,185,FR,Rychen,2,marié(e),11,Capitaine,2015-05-17T21:18:19.387,D,3,Rychen,2154,185,Berne,Wilderswil,,
180,1927-06-18T00:00:00,,Sergio,m,186,FR,Salvioni,,,,,2015-05-17T21:18:19.387,I,,Salvioni,2156,186,,,,
181,1942-01-12T00:00:00,,Suzette,f,187,FR,Sandoz,5,veuf/veuve,,,2015-05-17T21:18:19.387,F,1,Sandoz Suzette,2318,187,Vaud,Lausanne,,
182,1940-06-30T00:00:00,,Pierre,m,188,FR,Savary,,,,,2015-05-17T21:18:19.387,F,,Savary Pierre,2158,188,,,,
183,1932-07-19T00:00:00,2010-04-15T00:00:00,Peter-Josef,m,189,FR,Schallberger,2,marié(e),10,Premier-lieutenant,2015-05-17T21:18:19.387,D,7,Schallberger,2259,189,Nidwald,Ennetmoos,,
184,1943-12-17T00:00:00,,Urs,m,190,FR,Scheidegger,,,,,2015-05-17T21:18:19.387,,,Scheidegger Urs,2159,190,,,,
185,1947-11-05T00:00:00,,Jürg,m,191,FR,Scherrer,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Scherrer Jürg,2160,191,Zurich,Zurich,,
186,1930-03-23T00:00:00,,Werner,m,192,FR,Scherrer,2,marié(e),5,Fourrier,2015-05-17T21:18:19.387,,,Scherrer Werner,2319,192,St-Gall,Kirchberg,,
187,1934-03-11T00:00:00,,Rémy,m,193,FR,Scheurer,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,F,3,Scheurer Rémy,2320,193,Neuchâtel,Neuchâtel,35,lic. ès lettres
188,1954-04-23T00:00:00,,Fritz,m,194,FR,Schiesser,,,,,2015-05-17T21:18:19.387,D,,Schiesser,2257,194,Glaris,Haslen,6,Dr. iur.
189,1950-03-11T00:00:00,,Carlo,m,195,FR,Schmid-Sutter,2,marié(e),,,2015-05-17T21:18:19.387,D,4,Schmid-Sutter Carlo,2236,195,Appenzell Rh.-Ext.,Heiden,115,lic. iur.
190,1940-10-04T00:00:00,,Peter,m,196,FR,Schmid,,,,,2015-05-17T21:18:19.387,,,Schmid Peter,2161,196,,,,
191,1931-01-12T00:00:00,2005-08-23T00:00:00,Paul,m,197,FR,Schmidhalter,,,,,2015-05-17T21:18:19.387,,,Schmidhalter,2162,197,,,,
192,1953-01-09T00:00:00,,Walter,m,198,FR,Schmied,1,célibataire,,,2015-05-17T21:18:19.387,F,,Schmied Walter,2321,198,Berne,Moutier,165,Agro-ing. ETS
193,1930-05-17T00:00:00,2008-07-10T00:00:00,Theodor,m,199,FR,Schnider,,,,,2015-05-17T21:18:19.387,,,Schnider-Luzern,2163,199,,,,
194,1934-12-01T00:00:00,2013-07-05T00:00:00,Otto,m,200,FR,Schoch,2,marié(e),12,Major,2015-05-17T21:18:19.387,D,2,Schoch Otto,2237,200,Appenzell Rh.-Ext.,Herisau,6,Dr. iur.
195,1944-08-23T00:00:00,,Kurt,m,201,FR,Schüle,1,célibataire,11,Capitaine,2015-05-17T21:18:19.387,D,,Schüle,2164,201,Schaffhouse,Schaffhouse,17,lic. oec. publ.
196,1941-06-12T00:00:00,,Heinz,m,202,FR,Schwab,,,,,2015-05-17T21:18:19.387,,,Schwab,2165,202,,,,
197,1932-01-21T00:00:00,,Eva,f,203,FR,Segmüller,,,,,2015-05-17T21:18:19.387,,,Segmüller,2166,203,,,,
198,1930-03-08T00:00:00,,Bernhard,m,204,FR,Seiler,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,D,,Seiler Bernhard,2239,204,Schaffhouse,Schaffhouse,10,dipl. Ing. Agr. ETH
199,1933-09-09T00:00:00,,Hanspeter,m,205,FR,Seiler,5,veuf/veuve,,,2015-05-17T21:18:19.387,D,4,Seiler Hanspeter,2168,205,Berne,Grindelwald,,
200,1932-03-12T00:00:00,,Rolf,m,206,FR,Seiler,,,,,2015-05-17T21:18:19.387,,,Seiler Rolf,2169,206,,,,
201,1927-02-24T00:00:00,,Ernst,m,207,FR,Sieber,,,,,2015-05-17T21:18:19.387,,,Sieber,2322,207,,,,
202,1938-09-10T00:00:00,,Rosemarie,f,209,FR,Simmen,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Simmen,2240,209,Zurich,Zurich,76,dipl. Pharm. ETH
203,1944-05-27T00:00:00,,Jean,m,210,FR,Spielmann,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,F,1,Spielmann,2171,210,Genève,Genève 8,,
204,1938-03-08T00:00:00,,Vreni,f,211,FR,Spoerry,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Spoerry,2172,211,Zurich,Zurich,115,lic. iur.
205,1928-01-23T00:00:00,2014-08-18T00:00:00,Fritz,m,212,FR,Stalder,,,,,2015-12-10T16:02:14.737,D,,Stalder,2297,212,,,,
206,1934-02-25T00:00:00,,Judith,f,213,FR,Stamm,1,célibataire,,,2015-05-17T21:18:19.387,D,,Stamm Judith,2173,213,Schaffhouse,Schaffhouse,6,Dr. iur.
207,1952-09-09T00:00:00,,Luzi,m,214,FR,Stamm,2,marié(e),3,Caporal,2015-05-17T21:18:19.387,D,3,Stamm,2323,214,Grisons,Coire,120,lic. iur. / lic. oec.
208,1931-09-29T00:00:00,,Hans,m,215,FR,Steffen,2,marié(e),10,Premier-lieutenant,2015-05-17T21:18:19.387,D,2,Steffen,2175,215,Zurich,Zurich,,
209,1944-06-25T00:00:00,,Hans,m,216,FR,Steiger,,,,,2015-05-17T21:18:19.387,,,Steiger Hans,2324,216,,,,
210,1943-03-08T00:00:00,,Franz,m,217,FR,Steinegger,2,marié(e),10,Premier-lieutenant,2015-05-17T21:18:19.387,D,2,Steinegger Franz,2176,217,Uri,Flüelen,115,lic. iur.
211,1938-04-14T00:00:00,,Walter,m,218,FR,Steinemann,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Steinemann Walter,2325,218,St-Gall,St. Gall,13,dipl. Arch. HTL
212,1943-08-03T00:00:00,,Rudolf,m,219,FR,Strahm,1,célibataire,10,Premier-lieutenant,2015-05-17T21:18:19.387,D,1,Strahm Rudolf,2326,219,Berne,Lauperswil,140,lic. rer. pol. / Chemiker
213,1930-10-06T00:00:00,,Georg,m,220,FR,Stucky,4,divorcé(e),,,2015-05-17T21:18:19.387,D,3,Stucky Georg,2178,220,Bâle-Ville,Bâle,6,Dr. iur.
214,1953-04-03T00:00:00,,Marc Frédéric,m,221,FR,Suter,,,,,2015-05-17T21:18:19.387,D,,Suter Marc Frédéric,2327,221,Berne,Berne,,
215,1936-09-12T00:00:00,,Gabriel,m,222,FR,Theubet,,,,,2015-05-17T21:18:19.387,,,Theubet,2179,222,,,,
216,1949-05-31T00:00:00,,Hanspeter,m,223,FR,Thür,2,marié(e),,,2015-05-17T21:18:19.387,D,1,Thür,2180,223,St-Gall,Staad,115,lic. iur.
217,1952-04-16T00:00:00,,Alexander,m,224,FR,Tschäppät,,,,,2015-05-17T21:18:19.387,D,2,Tschäppät,2328,224,Berne,Berne,16,Fürsprecher
218,1940-04-26T00:00:00,2009-07-04T00:00:00,Peter,m,225,FR,Tschopp,2,marié(e),,,2015-05-17T21:18:19.387,F,2,Tschopp Peter,2329,225,Bâle-Ville,Bâle,91,Doctorat
219,1941-05-03T00:00:00,,Karl,m,226,FR,Tschuppert,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,D,4,Tschuppert,2181,226,Lucerne,Ettiswil,,
220,1933-11-11T00:00:00,,Hans,m,227,FR,Uhlmann,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Uhlmann Hans,2241,227,Thurgovie,Bonau,,
221,1929-07-28T00:00:00,2008-06-14T00:00:00,Werner,m,228,FR,Vetterli,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Vetterli,2330,228,Zurich,Stäfa,,
222,1946-04-14T00:00:00,,Peter,m,229,FR,Vollmer,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Vollmer,2251,229,Berne,Berne,26,Dr. rer. pol.
223,1947-07-27T00:00:00,,Christian,m,230,FR,Wanner,,,,,2015-05-17T21:18:19.387,D,,Wanner Christian,2184,230,Soleure,Messen,,
224,1943-03-18T00:00:00,,Monika,f,231,FR,Weber,1,célibataire,,,2016-05-25T08:22:47.88,D,,Weber Monika,2243,231,Zurich,Zurich,12,lic. phil. I
225,1928-08-10T00:00:00,,Hansjürg,m,232,FR,Weder,,,,,2015-05-17T21:18:19.387,,,Weder Hansjürg,2186,232,,,,
226,1935-09-12T00:00:00,,Hugo,m,233,FR,Wick,,,,,2015-05-17T21:18:19.387,D,,Wick Hugo,2331,233,,,,
227,1943-01-27T00:00:00,,Roland,m,234,FR,Wiederkehr,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Wiederkehr,2190,234,Berne,Berne,,
228,1943-09-13T00:00:00,,Milli,f,235,FR,Wittenwiler,2,marié(e),,,2015-05-17T21:18:19.387,D,4,Wittenwiler,2332,235,St-Gall,Ebnat-Kappel,93,dipl. Bäuerin
229,1928-07-07T00:00:00,,Paul,m,236,FR,Wyss,,,,,2015-05-17T21:18:19.387,D,,Wyss Paul,2191,236,,,,
230,1938-10-23T00:00:00,,William,m,237,FR,Wyss,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Wyss William,2192,237,Berne,Grasswil,,
231,1934-04-19T00:00:00,,Jean,m,238,FR,Ziegler,2,marié(e),,,2015-05-17T21:18:19.387,F,1,Ziegler Jean,2195,238,Berne,Berne,,
232,1933-06-21T00:00:00,2014-04-28T00:00:00,Oswald,m,239,FR,Ziegler,,,,,2015-05-17T21:18:19.387,,,Ziegler Oswald,2244,239,,,,
233,1942-07-02T00:00:00,,Ulrich,m,240,FR,Zimmerli,2,marié(e),,,2015-05-17T21:18:19.387,D,1,Zimmerli Ulrich,2245,240,Berne,Thoune,6,Dr. iur.
234,1956-04-17T00:00:00,,Josef,m,241,FR,Zisyadis,2,marié(e),,,2015-05-17T21:18:19.387,EL,4,Zisyadis,2333,241,,Istanbul,94,lic. ec. théologie
235,1951-04-24T00:00:00,,Elisabeth,f,242,FR,Zölch,,,,,2015-05-17T21:18:19.387,,,Zölch,2196,242,,,,
236,1940-03-24T00:00:00,,Arthur,m,243,FR,Züger,,,,,2015-05-17T21:18:19.387,,,Züger,2197,243,,,,
237,1943-04-30T00:00:00,2006-03-07T00:00:00,Jean-Claude,m,244,FR,Zwahlen,,,,,2015-05-17T21:18:19.387,,,Zwahlen,2334,244,,,,
238,1940-01-16T00:00:00,,Otto,m,245,FR,Zwygart,2,marié(e),,,2015-05-17T21:18:19.387,D,4,Zwygart,2199,245,Berne,Schliern,,
239,1936-08-01T00:00:00,,Michel,m,246,FR,Béguelin,2,marié(e),,,2015-05-17T21:18:19.387,F,2,Béguelin,2012,246,Neuchâtel,Boudry,,
240,1929-01-01T00:00:00,,Jean-Pierre,m,247,FR,Berger,,,,,2015-05-17T21:18:19.387,F,,Berger Jean-Pierre,2013,247,,,,
241,1937-07-14T00:00:00,,Geo,m,248,FR,Camponovo,,,,,2015-05-17T21:18:19.387,I,,Camponovo,2278,248,,,,
242,1946-08-10T00:00:00,,Charles,m,249,FR,Friderici,2,marié(e),,,2015-05-17T21:18:19.387,F,2,Friderici,2068,249,Vaud,Morges,87,Diplôme de commerce
243,1953-04-18T00:00:00,,Jean-Michel,m,250,FR,Gros,,,,,2015-05-17T21:18:19.387,F,,Gros Jean-Michel,2074,250,Genève,Genève 8,,
244,1943-08-09T00:00:00,,Joseph,m,251,FR,Iten,,,,,2015-05-17T21:18:19.387,,,Iten Joseph,2091,251,,,,
245,1930-06-17T00:00:00,2009-09-11T00:00:00,Ernst,m,252,FR,Mühlemann,2,marié(e),15,Brigadier,2015-05-17T21:18:19.387,D,3,Mühlemann,2120,252,Thurgovie,Illhart,,
246,1951-03-04T00:00:00,,Rolf,m,253,FR,Graber,,,,,2015-05-17T21:18:19.387,F,,Graber Rolf,2342,253,,,,
247,1945-08-10T00:00:00,,Rudolf,m,254,FR,Steiner,2,marié(e),10,Premier-lieutenant,2015-05-17T21:18:19.387,D,2,Steiner Rudolf,2343,254,Berne,Grosshöchstetten,6,Dr. iur.
248,1945-06-07T00:00:00,,Hans,m,255,FR,Zbinden,1,célibataire,,,2015-05-17T21:18:19.387,D,,Zbinden Hans,2193,255,Berne,Rüschegg,38,Dr. phil. I
249,1952-06-14T00:00:00,,Alain,m,257,FR,Schweingruber,,,,,2015-05-17T21:18:19.387,F,,Schweingruber,2344,257,,,,
250,1949-04-02T00:00:00,2016-06-25T00:00:00,Mimi,f,258,FR,Lepori Bonetti,,,,,2016-07-11T11:50:15.053,I,,Lepori Bonetti,2345,258,,,,
251,1925-09-28T00:00:00,,Walter,m,259,FR,Zwingli,,,,,2015-05-17T21:18:19.387,,,Zwingli,2198,259,,,,
252,1956-12-14T00:00:00,,Thomas,m,260,FR,Baerlocher,,,,,2015-05-17T21:18:19.387,,,Baerlocher,2252,260,,,,
253,1938-01-18T00:00:00,,Roland,m,261,FR,Ostermann,2,marié(e),2,Appointé,2015-05-17T21:18:19.387,F,2,Ostermann,2346,261,Vaud,Lausanne,54,lic. en mathématique
254,1943-07-26T00:00:00,,Hermann,m,264,FR,Weyeneth,5,veuf/veuve,,,2015-05-17T21:18:19.387,D,4,Weyeneth,2347,264,Berne,Berne,,
255,1959-02-11T00:00:00,,Fabienne,f,265,FR,Bugnon,,,,,2015-05-17T21:18:19.387,F,,Bugnon Fabienne,2350,265,,,,
256,1944-09-21T00:00:00,2003-03-15T00:00:00,Stefan,m,266,FR,Cornaz,,,,,2015-05-17T21:18:19.387,,,Cornaz Stefan,2349,266,,,,
257,1947-01-08T00:00:00,,Samuel,m,267,FR,Schmid,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Schmid Samuel,2348,267,Berne,Rüti b. Büren,16,Fürsprecher
258,1946-05-16T00:00:00,,Simon,m,268,FR,Schenk,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Schenk Simon,2351,268,Berne,Langnau im Emmental,214,-
259,1951-11-05T00:00:00,,Stephanie,f,269,FR,Baumann,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Baumann Stephanie,2352,269,Berne,Berne,97,lic. phil. II
260,1945-12-03T00:00:00,,Verena,f,271,FR,Singeisen,,,,,2015-05-17T21:18:19.387,,,Singeisen,2353,271,,,,
261,1960-03-14T00:00:00,,Brigitta M.,f,273,FR,Gadient,1,célibataire,,,2015-05-17T21:18:19.387,D,,Gadient,2354,273,Grisons,Coire,112,lic. iur. / LL. M.
262,1939-07-31T00:00:00,,Marie-Madeleine,f,274,FR,Prongué,,,,,2015-05-17T21:18:19.387,F,,Prongué,2355,274,,,,
263,1944-09-02T00:00:00,,Theo,m,275,FR,Maissen,2,marié(e),26,Chauffeur véhicule artillerie,2015-05-17T21:18:19.387,D,3,Maissen,2359,275,Grisons,Coire,125,Dr. sc. techn.
264,1943-03-07T00:00:00,,Christoffel,m,276,FR,Brändli,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Brändli,2357,276,Grisons,Vnà,2,mag. oec. HSG
265,1952-06-21T00:00:00,,Peter,m,277,FR,Bieri,2,marié(e),12,Major,2015-05-17T21:18:19.387,D,4,Bieri,2356,277,Zurich,Winterthur,226,Dipl. Ing. Agr. ETH / Dr. sc. techn.
266,1934-06-12T00:00:00,,Nicolas,m,278,FR,Carnat,,,,,2015-05-17T21:18:19.387,F,,Carnat Nicolas,2358,278,,,,
267,1945-04-10T00:00:00,2013-03-07T00:00:00,Giuliano,m,279,FR,Bignasca,1,célibataire,,,2015-05-17T21:18:19.387,I,1,Bignasca Giuliano,2360,279,Tessin,Lugano,,
268,1941-04-21T00:00:00,2015-08-16T00:00:00,Christiane,f,280,FR,Langenberger,2,marié(e),,,2015-08-18T17:37:26.76,F,2,Langenberger,2361,280,Berne,Berne,,
269,1952-10-03T00:00:00,,Hubert,m,281,FR,Frainier,,,,,2015-05-17T21:18:19.387,F,,Frainier Hubert,2362,281,,,,
270,1936-09-14T00:00:00,1993-01-18T00:00:00,Paul,m,282,FR,Luder,,,,,2015-05-17T21:18:19.387,,,Luder Paul,2107,282,,,,
271,1945-05-07T00:00:00,,Barbara,f,293,FR,Eberhard-Halter,,,,,2015-05-17T21:18:19.387,,,Eberhard-Halter,2363,293,,,,
272,1935-02-14T00:00:00,2001-10-31T00:00:00,Rudolf,m,294,FR,Rohr,,,,,2015-05-17T21:18:19.387,D,,Rohr Rudolf,2364,294,,,,
273,1952-10-05T00:00:00,,Regine,f,298,FR,Aeppli,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Aeppli,2365,298,Zurich,Winterthur,115,lic. iur.
274,1943-04-14T00:00:00,,Fredi,m,300,FR,Alder,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Alder Fredi,2366,300,Zurich,Winterthur,,
275,1949-08-09T00:00:00,,Boris,m,301,FR,Banga,2,marié(e),11,Capitaine,2015-05-17T21:18:19.387,D,1,Banga,2367,301,Bâle-Ville,Bâle,115,lic. iur.
276,1937-07-13T00:00:00,,Käthi,f,303,FR,Bangerter,2,marié(e),,,2015-05-17T21:18:19.387,D,,Bangerter Käthi,2368,303,Berne,Aarberg,,
277,1942-12-10T00:00:00,,J. Alexander,m,304,FR,Baumann,2,marié(e),13,Lieutenant-colonel,2015-05-17T21:18:19.387,D,2,Baumann J. Alexander,2369,304,Zurich,Zurich,6,Dr. iur.
278,1956-12-01T00:00:00,,Didier,m,305,FR,Berberat,2,marié(e),2,Appointé,2015-11-11T09:31:36.057,F,3,Berberat,2370,305,Neuchâtel,La Chaux-de-Fonds,179,"Lic. en droit, brevet d'avocat"
279,1945-01-15T00:00:00,,Emmanuella,f,306,FR,Blaser,2,marié(e),,,2015-05-17T21:18:19.387,F,2,Blaser Emmanuella,2371,306,Genève,Genève 8,83,Employée de commerce
280,1974-08-23T00:00:00,,Toni,m,307,FR,Brunner,1,célibataire,3,Caporal,2016-05-02T13:44:06.973,D,0,Brunner,2372,307,St-Gall,Wattwil,,
281,1946-03-06T00:00:00,,Hansueli,m,308,FR,von Allmen,4,divorcé(e),,,2015-05-17T21:18:19.387,D,1,von Allmen Hansueli,2428,308,Berne,Thoune,,
282,1942-07-03T00:00:00,,Franco,m,309,FR,Cavalli,2,marié(e),,,2015-05-17T21:18:19.387,I,7,Cavalli,2373,309,Tessin,Locarno,21,Prof. Dr. med.
283,1957-03-23T00:00:00,,Pierre,m,310,FR,Chiffelle,2,marié(e),,,2015-05-17T21:18:19.387,F,1,Chiffelle,2374,310,Vaud,Lausanne,3,lic. en droit
284,1941-07-13T00:00:00,,Yves,m,311,FR,Christen,2,marié(e),,,2015-05-17T21:18:19.387,F,2,Christen Yves,2375,311,Berne,Berne,22,Ing. civ. EPFZ
285,1937-09-15T00:00:00,,Rose-Marie,f,312,FR,Ducrot,2,marié(e),,,2015-05-17T21:18:19.387,F,3,Ducrot,2376,312,Fribourg,Fribourg,,
286,1945-07-08T00:00:00,,John,m,313,FR,Dupraz,2,marié(e),,,2015-05-17T21:18:19.387,F,3,Dupraz,2377,313,Genève,Genève 8,168,Maître agriculteur-viticulteur
287,1950-11-17T00:00:00,2008-04-19T00:00:00,Adalbert,m,314,FR,Durrer,2,marié(e),,,2015-05-17T21:18:19.387,D,,Durrer Adalbert,2378,314,Obwald,Alpnach,115,lic. iur.
288,1949-08-25T00:00:00,,Toni,m,315,FR,Eberhard,2,marié(e),,,2015-05-17T21:18:19.387,RM,4,Eberhard,2379,315,Schwyz,Küssnacht am Rigi,,
289,1948-05-29T00:00:00,,Christine,f,316,FR,Egerszegi-Obrist,5,veuf/veuve,,,2015-05-17T21:18:19.387,D,2,Egerszegi-Obrist,2380,316,Argovie,Baden,,
290,1948-09-25T00:00:00,,Melchior,m,317,FR,Ehrler,2,marié(e),1,Soldat,2015-05-17T21:18:19.387,D,3,Ehrler Melchior,2381,317,Schwyz,Ibach,115,lic. iur.
291,1940-01-26T00:00:00,,Edi,m,318,FR,Engelberger,2,marié(e),14,Colonel,2015-05-17T21:18:19.387,D,3,Engelberger,2382,318,Lucerne,Lucerne,214,-
292,1947-01-14T00:00:00,,Hans,m,319,FR,Fehr,2,marié(e),13,Lieutenant-colonel,2015-05-17T21:18:19.387,D,2,Fehr Hans,2383,319,Zurich,Berg am Irchel,,
293,1945-05-17T00:00:00,,Jean-Jérôme,m,320,FR,Filliez,2,marié(e),3,Caporal,2015-05-17T21:18:19.387,F,2,Filliez Jean-Jérôme,2384,320,Valais,Salins,35,lic. ès lettres
294,1952-12-11T00:00:00,,Peter,m,321,FR,Föhn,2,marié(e),2,Appointé,2015-05-17T21:18:19.387,D,4,Föhn,2385,321,Schwyz,Muotathal,,
295,1946-06-08T00:00:00,,Jakob,m,322,FR,Freund,2,marié(e),,,2015-05-17T21:18:19.387,D,4,Freund,2386,322,St-Gall,Altstätten,,
296,1941-07-26T00:00:00,,Christian,m,323,FR,Grobet,2,marié(e),,,2015-05-17T21:18:19.387,F,,Grobet Christian,2387,323,,New York,3,lic. en droit
297,1946-03-01T00:00:00,2005-05-06T00:00:00,Jost,m,324,FR,Gross,4,divorcé(e),1,Soldat,2015-05-17T21:18:19.387,D,2,Gross Jost,2388,324,St-Gall,Flawil,6,Dr. iur.
298,1941-07-22T00:00:00,,Yves,m,325,FR,Guisan,2,marié(e),,,2015-05-17T21:18:19.387,F,4,Guisan,2389,325,Vaud,Lausanne,39,Dr. med.
299,1943-05-30T00:00:00,,Paul,m,326,FR,Günter,2,marié(e),10,Premier-lieutenant,2015-05-17T21:18:19.387,D,,Günter,2076,326,Berne,Berne,39,Dr. med.
300,1946-12-03T00:00:00,,Wilfried Ernest,m,327,FR,Gusset,2,marié(e),,,2015-05-17T21:18:19.387,D,1,Gusset,2390,327,Thurgovie,Frauenfeld,,
301,1945-02-04T00:00:00,,Remo,m,328,FR,Gysin,2,marié(e),,,2015-05-17T21:18:19.387,D,,Gysin Remo,2391,328,Bâle-Ville,Bâle,26,Dr. rer. pol.
302,1951-03-26T00:00:00,,Kathrin,f,329,FR,Hilber,1,célibataire,,,2015-05-17T21:18:19.387,D,,Hilber,2392,329,St-Gall,Degersheim,12,lic. phil. I
303,1946-06-10T00:00:00,,Norbert,m,330,FR,Hochreutener,2,marié(e),,,2015-05-17T21:18:19.387,D,2,Hochreutener,2393,330,Soleure,Niedergösgen,115,lic. iur.
304,1944-05-15T00:00:00,,Vreni,f,331,FR,Hubmann,1,célibataire,,,2015-05-17T21:18:19.387,D,,Hubmann,2394,331,Thurgovie,Kreuzlingen,142,Dr. iur. / lic. phil.
305,1940-06-18T00:00:00,2014-10-06T00:00:00,Rudolf,m,332,FR,Imhof,2,marié(e),,,2015-05-17T21:18:19.387,D,3,Imhof,2395,332,Bâle-Campagne,Zwingen,,
